,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,c_Cloud_3vs9,c_Humidity_3vs9,Location_Humidity3pm,c_Location_Humidity3pm,c_Location_RainToday_Yes,PROB
371,11.7,22.1,6.4,0.6,0.0,E,22.0,ENE,WNW,7.0,9.0,93.0,68.0,1018.9,1015.7,1.0,0.0,15.4,21.7,Yes,0.0,0.73,26.245714285714286,2.59,0.206,0.3484848484848485
372,14.3,23.9,0.2,2.4,0.0,W,57.0,NNW,NW,20.0,28.0,97.0,67.0,1012.0,1006.2,8.0,1.0,17.3,23.6,No,0.12,0.69,26.245714285714286,2.55,0.206,0.36585365853658536
373,8.9,13.8,0.0,5.2,0.0,W,46.0,W,WSW,24.0,20.0,64.0,62.0,1013.8,1014.6,0.0,8.0,10.3,12.2,No,0.0,0.97,26.245714285714286,2.36,0.206,0.56
376,3.9,15.7,0.0,2.0,0.0,NW,30.0,W,NW,6.0,17.0,71.0,60.0,1020.8,1016.8,7.0,8.0,9.4,13.9,No,1.14,0.85,26.245714285714286,2.29,0.206,0.22767857142857142
383,8.5,10.1,1.0,2.0,0.0,SW,44.0,SSW,SW,15.0,20.0,96.0,90.0,1013.3,1012.9,8.0,8.0,9.9,8.5,No,1.0,0.94,26.245714285714286,3.43,0.206,0.5209580838323353
384,6.1,14.7,16.8,0.0,0.0,SSW,50.0,S,S,20.0,20.0,65.0,42.0,1019.8,1020.1,8.0,0.0,7.2,14.4,Yes,0.0,0.65,26.245714285714286,1.6,0.206,0.7596899224806202
401,3.1,14.9,7.0,0.8,0.0,SW,48.0,WSW,W,13.0,15.0,86.0,44.0,1020.9,1019.4,0.0,1.0,8.4,13.5,Yes,0.0,0.51,26.245714285714286,1.68,0.206,0.7596899224806202
403,8.1,9.7,1.2,4.6,0.0,NE,28.0,E,SE,13.0,13.0,92.0,92.0,1013.9,1011.1,7.0,8.0,8.5,9.2,Yes,1.14,1.0,26.245714285714286,3.51,0.206,0.8900523560209425
404,5.6,11.2,7.6,0.4,0.0,SSE,22.0,SE,ESE,4.0,7.0,97.0,75.0,1016.5,1014.6,8.0,7.0,7.8,10.5,Yes,0.88,0.77,26.245714285714286,2.86,0.206,0.3674698795180723
405,5.8,12.8,0.2,0.6,0.0,SW,33.0,SSW,WSW,11.0,15.0,96.0,69.0,1012.3,1009.3,8.0,8.0,7.6,12.4,No,1.0,0.72,26.245714285714286,2.63,0.206,0.31519274376417233
412,13.3,21.6,23.6,1.2,0.0,SW,35.0,N,WSW,9.0,13.0,97.0,51.0,1019.3,1017.4,8.0,1.0,14.1,20.3,Yes,0.12,0.53,26.245714285714286,1.94,0.206,0.22748815165876776
413,8.0,21.0,0.2,1.4,0.0,E,28.0,ENE,NE,15.0,13.0,61.0,58.0,1018.6,1013.2,0.0,7.0,17.6,17.6,No,0.0,0.95,26.245714285714286,2.21,0.206,0.22767857142857142
414,13.0,16.0,22.0,0.0,0.0,N,52.0,SE,NE,13.0,22.0,97.0,97.0,1004.4,995.8,8.0,8.0,13.7,16.3,Yes,1.0,1.0,26.245714285714286,3.7,0.206,0.9321739130434783
415,8.0,17.0,19.8,1.8,0.0,WSW,48.0,WSW,W,20.0,20.0,74.0,53.0,1012.8,1014.9,0.0,1.0,12.4,15.2,Yes,0.0,0.72,26.245714285714286,2.02,0.206,0.7596899224806202
421,15.0,17.0,0.0,4.4,0.0,NNE,46.0,NNE,N,24.0,15.0,77.0,96.0,1014.7,1009.9,4.0,8.0,17.4,15.8,No,2.0,1.25,26.245714285714286,3.66,0.206,0.87248322147651
426,12.0,16.0,2.4,1.4,0.0,W,37.0,W,NW,22.0,13.0,94.0,68.0,1013.6,1011.6,8.0,8.0,12.1,15.2,Yes,1.0,0.72,26.245714285714286,2.59,0.206,0.6138613861386139
430,12.0,19.0,10.8,1.0,0.0,WSW,56.0,NNE,WSW,19.0,31.0,100.0,95.0,1006.9,1006.6,8.0,8.0,14.7,14.3,Yes,1.0,0.95,26.245714285714286,3.62,0.206,0.8609271523178808
432,6.0,17.0,0.0,3.4,0.0,NNE,33.0,NE,NE,13.0,22.0,71.0,71.0,1016.7,1012.3,2.0,8.0,13.7,17.0,No,4.0,1.0,26.245714285714286,2.71,0.206,0.22767857142857142
433,13.0,16.0,6.2,2.6,0.0,NW,43.0,WNW,W,19.0,24.0,96.0,84.0,1010.5,1010.0,8.0,8.0,14.8,14.9,Yes,1.0,0.88,26.245714285714286,3.2,0.206,0.8609271523178808
434,10.0,13.0,1.4,2.8,0.0,WSW,35.0,SW,WSW,15.0,17.0,99.0,0.0,1016.6,1015.5,8.0,7.0,11.1,13.2,Yes,0.88,0.0,26.245714285714286,0.0,0.206,0.3185840707964602
437,10.1,17.7,1.8,0.0,0.0,SW,37.0,SW,SW,17.0,19.0,0.0,0.0,1010.9,1011.8,8.0,1.0,12.4,17.1,Yes,0.12,0.0,26.245714285714286,0.0,0.206,0.3185840707964602
441,9.0,17.0,3.4,5.8,0.0,NW,65.0,WNW,NW,33.0,37.0,0.0,0.0,1000.1,998.3,0.0,8.0,13.1,15.8,Yes,0.0,0.0,26.245714285714286,0.0,0.206,0.21656050955414013
442,7.0,16.0,2.6,8.6,0.0,WNW,52.0,NW,WNW,24.0,24.0,0.0,0.0,1002.7,1004.2,8.0,7.0,8.5,16.3,Yes,0.88,0.0,26.245714285714286,0.0,0.206,0.21656050955414013
443,8.5,20.7,0.2,3.4,0.0,WNW,31.0,W,NW,17.0,19.0,0.0,0.0,1012.3,1009.8,7.0,0.0,15.6,19.8,No,0.0,0.0,26.245714285714286,0.0,0.206,0.3010752688172043
445,11.3,19.0,6.0,0.0,0.0,SW,72.0,WSW,W,17.0,28.0,0.0,0.0,1006.6,1006.3,0.0,0.0,13.5,17.8,Yes,0.0,0.0,26.245714285714286,0.0,0.206,0.21656050955414013
459,10.1,18.9,8.0,0.0,0.0,WSW,44.0,WNW,WSW,17.0,20.0,0.0,0.0,1011.9,1013.0,8.0,1.0,10.9,16.9,Yes,0.12,0.0,26.245714285714286,0.0,0.206,0.5661375661375662
464,9.1,17.4,2.8,7.6,0.0,SW,48.0,SW,SSW,22.0,26.0,0.0,0.0,1018.1,1017.6,6.0,0.0,10.4,16.6,Yes,0.0,0.0,26.245714285714286,0.0,0.206,0.21656050955414013
473,9.9,20.6,1.8,0.0,0.0,SSW,44.0,SSE,SW,19.0,13.0,0.0,0.0,1017.1,1014.3,0.0,0.0,12.3,18.8,Yes,0.0,0.0,26.245714285714286,0.0,0.206,0.3185840707964602
481,19.9,30.8,0.0,0.0,0.0,W,61.0,W,SSW,17.0,13.0,0.0,0.0,1007.1,1006.6,8.0,1.0,28.1,29.8,No,0.12,0.0,26.245714285714286,0.0,0.206,0.2184873949579832
482,15.3,28.0,9.0,0.0,0.0,WNW,46.0,ESE,NE,17.0,13.0,0.0,0.0,1009.7,1006.9,8.0,0.0,16.6,26.3,Yes,0.0,0.0,26.245714285714286,0.0,0.206,0.5661375661375662
483,15.0,31.6,11.8,0.0,0.0,W,35.0,NNW,W,9.0,15.0,0.0,0.0,1009.1,1007.5,0.0,5.0,22.3,30.6,Yes,0.0,0.0,26.245714285714286,0.0,0.206,0.5661375661375662
491,9.0,24.8,0.0,0.0,0.0,S,39.0,S,S,19.0,19.0,0.0,0.0,1017.2,1013.9,0.0,0.0,15.0,23.4,Null,0.0,0.0,26.245714285714286,0.0,0.206,0.3185840707964602
494,19.2,37.1,0.0,0.0,0.0,SW,56.0,N,W,17.0,26.0,0.0,0.0,1007.3,1004.6,0.0,0.0,28.9,36.2,Null,0.0,0.0,26.245714285714286,0.0,0.206,0.21656050955414013
496,20.0,36.0,0.0,5.356814357823893,0.0,WSW,33.0,NE,SW,9.0,20.0,0.0,0.0,1009.0,1009.6,8.0,4.0,28.0,33.6,No,0.5,0.0,26.245714285714286,0.0,0.206,0.3010752688172043
498,26.9,42.2,0.0,0.0,0.0,WNW,57.0,NNE,NNE,17.0,19.0,0.0,0.0,1011.3,1006.8,8.0,8.0,31.4,39.7,No,1.0,0.0,26.245714285714286,0.0,0.206,0.3010752688172043
499,26.7,39.3,0.0,0.0,0.0,W,78.0,WNW,W,2.0,19.0,0.0,0.0,1009.1,1007.2,8.0,8.0,30.4,36.9,No,1.0,0.0,26.245714285714286,0.0,0.206,0.2184873949579832
501,14.0,32.0,5.4,5.356814357823893,0.0,SSE,41.0,ESE,S,9.0,11.0,0.0,0.0,1015.4,1011.8,0.0,0.0,20.4,29.8,Yes,0.0,0.0,26.245714285714286,0.0,0.206,0.5661375661375662
502,18.0,37.0,0.2,8.6,0.0,W,87.0,NNW,WNW,22.0,24.0,0.0,0.0,1005.5,1000.1,0.0,0.0,27.8,35.2,No,0.0,0.0,26.245714285714286,0.0,0.206,0.2184873949579832
503,11.0,23.0,9.4,9.6,0.0,SSW,41.0,SSW,SSW,22.0,15.0,0.0,0.0,1015.6,1015.2,0.0,0.0,14.9,21.8,Yes,0.0,0.0,26.245714285714286,0.0,0.206,0.5661375661375662
509,20.0,27.0,2.6,8.4,0.0,ESE,37.0,WSW,NW,6.0,19.0,0.0,0.0,1011.2,1009.4,8.0,8.0,22.0,23.1,Yes,1.0,0.0,26.245714285714286,0.0,0.206,0.3185840707964602
510,19.0,29.0,7.2,3.0,0.0,NNW,39.0,NW,W,13.0,26.0,0.0,0.0,1008.3,1006.4,8.0,6.0,22.1,27.1,Yes,0.75,0.0,26.245714285714286,0.0,0.206,0.5661375661375662
519,18.4,36.0,1.8,0.0,0.0,NNE,39.0,NNE,ESE,9.0,13.0,0.0,0.0,1011.5,1009.6,0.0,2.0,25.4,35.0,Yes,0.0,0.0,26.245714285714286,0.0,0.206,0.3185840707964602
524,27.5,36.8,0.0,0.0,0.0,W,57.0,E,NE,11.0,17.0,0.0,0.0,1003.2,1001.4,8.0,7.0,29.4,32.6,No,0.88,0.0,26.245714285714286,0.0,0.206,0.3010752688172043
525,24.0,37.0,2.6,0.0,0.0,NNW,41.0,NNE,SSE,9.0,11.0,0.0,0.0,1004.6,1002.1,5.0,7.0,27.9,36.0,Yes,1.4,0.0,26.245714285714286,0.0,0.206,0.3185840707964602
530,11.4,19.7,9.0,0.0,0.0,W,43.0,NW,NNE,11.0,17.0,93.0,72.0,1013.5,1008.7,4.0,0.0,14.5,19.3,Yes,0.0,0.77,59.80978260869565,1.2,0.212,0.640074211502783
533,14.1,20.9,0.0,0.0,0.0,S,50.0,SSW,S,9.0,35.0,69.0,79.0,1017.6,1015.7,0.0,8.0,17.2,17.3,No,0.0,1.14,59.80978260869565,1.32,0.212,0.6176470588235294
536,11.3,20.3,0.1,0.0,0.0,N,37.0,N,NNE,19.0,13.0,65.0,64.0,1019.3,1015.8,7.0,8.0,18.4,19.7,No,1.14,0.98,59.80978260869565,1.07,0.212,0.31208053691275167
537,11.9,22.6,0.0,0.0,0.0,WNW,50.0,NNW,NNE,19.0,17.0,63.0,69.0,1013.9,1010.3,7.0,8.0,19.5,19.8,No,1.14,1.1,59.80978260869565,1.15,0.212,0.5362318840579711
542,13.5,20.2,3.2,0.0,0.0,WSW,26.0,WSW,S,15.0,11.0,94.0,70.0,1030.1,1027.0,8.0,8.0,15.2,19.4,Yes,1.0,0.74,59.80978260869565,1.17,0.212,0.22330097087378642
545,13.0,25.1,0.0,0.0,0.0,NNE,41.0,NW,NNE,11.0,26.0,75.0,81.0,1020.5,1016.0,8.0,7.0,19.6,20.9,No,0.88,1.08,59.80978260869565,1.35,0.212,0.5
546,16.1,18.8,2.8,0.0,0.0,SW,22.0,WSW,SW,13.0,13.0,89.0,89.0,1019.3,1016.2,8.0,8.0,17.1,17.3,Yes,1.0,1.0,59.80978260869565,1.49,0.212,0.8900523560209425
547,10.0,26.3,5.8,0.0,0.0,N,33.0,SW,N,9.0,20.0,84.0,58.0,1014.2,1008.0,0.0,0.0,18.8,26.1,Yes,0.0,0.69,59.80978260869565,0.97,0.212,0.3755274261603376
548,14.4,27.9,0.1,0.0,0.0,WNW,63.0,NNW,SSW,11.0,17.0,65.0,25.0,1004.2,1004.5,0.0,0.0,23.8,25.3,No,0.0,0.38,59.80978260869565,0.42,0.212,0.5476190476190477
557,5.5,22.5,0.0,0.0,0.0,NW,33.0,NW,NE,9.0,24.0,68.0,65.0,1018.8,1014.1,0.0,0.0,16.5,21.3,No,0.0,0.96,59.80978260869565,1.09,0.212,0.2891566265060241
559,14.1,16.8,8.6,0.0,0.0,0,0.0,WSW,SSW,28.0,61.0,86.0,95.0,1008.5,1006.8,8.0,8.0,16.2,14.0,Yes,1.0,1.1,59.80978260869565,1.59,0.212,0.8900523560209425
560,11.8,18.1,109.4,0.0,0.0,S,91.0,SW,SSW,30.0,35.0,85.0,60.0,1018.5,1019.2,0.0,5.0,12.4,17.2,Yes,0.0,0.71,59.80978260869565,1.0,0.212,0.544973544973545
562,12.2,18.8,0.3,0.0,0.0,SW,41.0,SW,SSE,24.0,17.0,62.0,66.0,1027.1,1025.0,1.0,0.0,16.3,17.7,No,0.0,1.06,59.80978260869565,1.1,0.212,0.2396694214876033
563,9.9,18.6,11.4,0.0,0.0,SW,30.0,WSW,SE,13.0,15.0,79.0,70.0,1027.0,1023.8,0.0,7.0,15.4,17.1,Yes,0.0,0.89,59.80978260869565,1.17,0.212,0.22330097087378642
567,13.7,20.1,0.0,0.0,0.0,NW,37.0,NNW,0,13.0,0.0,56.0,64.0,1018.6,1016.9,1.0,8.0,19.4,19.5,No,8.0,1.14,59.80978260869565,1.07,0.212,0.31208053691275167
578,6.6,22.1,0.0,0.0,0.0,NE,50.0,NNE,NNE,11.0,33.0,66.0,66.0,1018.0,1013.3,0.0,4.0,17.5,20.1,No,0.0,1.0,59.80978260869565,1.1,0.212,0.3865546218487395
579,14.7,22.8,9.8,0.0,0.0,N,39.0,NW,S,22.0,28.0,74.0,82.0,1012.6,1011.8,0.0,8.0,19.4,19.1,Yes,0.0,1.11,59.80978260869565,1.37,0.212,0.640074211502783
580,12.6,16.6,19.8,0.0,0.0,WSW,35.0,WSW,SW,13.0,4.0,94.0,94.0,1012.4,1006.6,7.0,7.0,13.4,15.4,Yes,1.0,1.0,59.80978260869565,1.57,0.212,0.8900523560209425
581,8.2,20.0,9.2,0.0,0.0,W,41.0,WSW,WSW,17.0,24.0,60.0,43.0,1009.4,1009.5,0.0,0.0,16.3,18.8,Yes,0.0,0.72,59.80978260869565,0.72,0.212,0.23722627737226276
587,13.8,21.0,0.0,0.0,0.0,N,57.0,N,NNE,31.0,9.0,61.0,61.0,1024.7,1020.0,3.0,7.0,18.3,20.3,No,2.33,1.0,59.80978260869565,1.02,0.212,0.31208053691275167
588,15.6,22.7,0.0,0.0,0.0,S,30.0,S,S,13.0,9.0,71.0,65.0,1020.1,1016.8,8.0,8.0,20.6,20.7,No,1.0,0.92,59.80978260869565,1.09,0.212,0.22767857142857142
589,15.3,26.1,0.2,0.0,0.0,NNE,56.0,NNW,NNE,19.0,35.0,77.0,76.0,1013.9,1007.6,8.0,6.0,19.8,22.6,No,0.75,0.99,59.80978260869565,1.27,0.212,0.6176470588235294
590,17.6,26.1,1.6,0.0,0.0,NNW,61.0,NNW,WNW,20.0,20.0,46.0,31.0,1005.7,1007.6,3.0,0.0,22.1,23.7,Yes,0.0,0.67,59.80978260869565,0.52,0.212,0.21656050955414013
596,15.8,22.5,0.0,0.0,0.0,NNE,50.0,NNW,NNE,19.0,19.0,66.0,88.0,1025.2,1021.5,7.0,8.0,21.0,19.0,No,1.14,1.33,59.80978260869565,1.47,0.212,0.9321739130434783
597,17.8,23.6,3.5,0.0,0.0,N,52.0,N,NE,31.0,24.0,72.0,76.0,1017.4,1013.3,7.0,6.0,19.8,22.4,Yes,0.86,1.06,59.80978260869565,1.27,0.212,0.7555555555555555
599,10.5,23.3,0.0,0.0,0.0,NNE,39.0,ESE,NE,13.0,26.0,70.0,65.0,1021.0,1018.5,8.0,0.0,20.2,21.8,No,0.0,0.93,59.80978260869565,1.09,0.212,0.2396694214876033
600,17.0,24.8,0.0,0.0,0.0,NNE,48.0,NE,NNE,20.0,33.0,64.0,73.0,1021.8,1018.3,0.0,8.0,22.1,21.0,No,0.0,1.14,59.80978260869565,1.22,0.212,0.4896907216494845
601,18.2,22.3,0.0,0.0,0.0,N,37.0,N,NE,20.0,17.0,75.0,86.0,1017.2,1014.3,8.0,6.0,20.3,20.6,No,0.75,1.15,59.80978260869565,1.44,0.212,0.6990291262135923
602,17.6,22.7,4.2,0.0,0.0,0,0.0,NNE,N,17.0,24.0,81.0,76.0,1013.5,1011.9,0.0,8.0,20.3,21.7,Yes,0.0,0.94,59.80978260869565,1.27,0.212,0.640074211502783
603,13.4,20.3,12.6,0.0,0.0,S,39.0,SSW,ENE,13.0,11.0,94.0,65.0,1018.3,1016.3,8.0,0.0,14.2,19.5,Yes,0.0,0.69,59.80978260869565,1.09,0.212,0.6138613861386139
605,16.5,21.6,0.8,0.0,0.0,N,54.0,NNW,NNW,15.0,13.0,85.0,78.0,1015.7,1008.3,8.0,8.0,17.9,20.7,No,1.0,0.92,59.80978260869565,1.3,0.212,0.8018018018018018
607,6.9,21.2,0.0,0.0,0.0,WSW,26.0,SE,ENE,6.0,15.0,53.0,63.0,1018.9,1016.5,0.0,5.0,18.0,19.7,No,0.0,1.19,59.80978260869565,1.05,0.212,0.2891566265060241
608,14.3,22.0,5.8,0.0,0.0,N,41.0,N,N,9.0,19.0,77.0,73.0,1015.5,1010.3,8.0,8.0,17.6,19.8,Yes,1.0,0.95,59.80978260869565,1.22,0.212,0.640074211502783
609,10.6,23.7,1.4,0.0,0.0,WSW,43.0,WSW,SW,11.0,20.0,47.0,33.0,1009.6,1006.7,0.0,0.0,20.5,23.1,Yes,0.0,0.7,59.80978260869565,0.55,0.212,0.23722627737226276
610,8.4,25.1,0.0,0.0,0.0,SSW,43.0,WSW,ESE,17.0,15.0,50.0,61.0,1010.1,1008.0,0.0,1.0,20.7,22.0,No,0.0,1.22,59.80978260869565,1.02,0.212,0.36585365853658536
613,9.0,22.5,3.8,0.0,0.0,SW,26.0,SW,E,17.0,17.0,52.0,54.0,1013.0,1009.3,0.0,0.0,21.1,21.2,Yes,0.0,1.04,59.80978260869565,0.9,0.212,0.23722627737226276
616,12.3,25.9,0.0,0.0,0.0,N,52.0,N,NNW,30.0,24.0,64.0,50.0,1006.1,999.9,8.0,6.0,19.8,24.6,No,0.75,0.78,59.80978260869565,0.84,0.212,0.2354948805460751
620,18.2,25.1,0.0,0.0,0.0,WSW,50.0,SE,NNE,11.0,19.0,49.0,74.0,1006.3,1002.4,7.0,8.0,21.6,22.1,No,1.14,1.51,59.80978260869565,1.24,0.212,0.8018018018018018
626,15.2,21.6,4.0,0.0,0.0,S,44.0,SW,SE,17.0,11.0,87.0,55.0,1023.0,1021.1,8.0,7.0,16.9,20.1,Yes,0.88,0.63,59.80978260869565,0.92,0.212,0.22748815165876776
627,14.4,28.3,0.0,0.0,0.0,NE,59.0,NNW,NNE,30.0,43.0,61.0,65.0,1015.5,1009.8,0.0,0.0,20.2,23.5,No,0.0,1.07,59.80978260869565,1.09,0.212,0.6691176470588235
630,12.8,21.1,0.0,0.0,0.0,S,61.0,SW,S,30.0,33.0,52.0,77.0,1017.2,1018.9,1.0,8.0,18.1,16.8,No,8.0,1.48,59.80978260869565,1.29,0.212,0.4896907216494845
637,16.1,22.5,1.4,0.0,0.0,SSW,44.0,SW,SSE,24.0,28.0,71.0,74.0,1023.3,1021.6,4.0,8.0,19.3,20.9,Yes,2.0,1.04,59.80978260869565,1.24,0.212,0.4896907216494845
638,17.2,25.8,1.0,0.0,0.0,NNE,61.0,N,NNE,28.0,46.0,66.0,66.0,1022.2,1017.2,1.0,0.0,22.3,23.6,No,0.0,1.0,59.80978260869565,1.1,0.212,0.2396694214876033
639,17.8,24.3,0.8,0.0,0.0,N,57.0,N,NE,13.0,15.0,72.0,87.0,1013.0,1010.9,8.0,6.0,19.5,19.8,No,0.75,1.21,59.80978260869565,1.45,0.212,0.9321739130434783
640,12.0,20.2,5.4,0.0,0.0,SSE,57.0,SW,SSE,24.0,28.0,41.0,48.0,1016.6,1015.9,0.0,0.0,16.0,19.4,Yes,0.0,1.17,59.80978260869565,0.8,0.212,0.21656050955414013
645,18.5,25.0,0.0,0.0,0.0,SSW,37.0,SW,ESE,19.0,13.0,72.0,75.0,1017.9,1015.7,8.0,7.0,22.2,23.9,No,0.88,1.04,59.80978260869565,1.25,0.212,0.437125748502994
648,19.4,29.4,0.6,0.0,0.0,WNW,113.0,NNW,SSW,22.0,33.0,58.0,85.0,1009.5,1009.8,0.0,6.0,25.7,20.0,No,0.0,1.47,59.80978260869565,1.42,0.212,0.9321739130434783
649,15.7,24.7,28.0,0.0,0.0,E,39.0,SW,ENE,13.0,26.0,62.0,80.0,1012.6,1008.0,1.0,8.0,21.1,22.2,Yes,8.0,1.29,59.80978260869565,1.34,0.212,0.640074211502783
651,12.8,25.7,0.0,0.0,0.0,NE,46.0,NNW,NE,11.0,35.0,58.0,63.0,1018.8,1015.5,1.0,1.0,22.2,22.9,No,1.0,1.09,59.80978260869565,1.05,0.212,0.31208053691275167
656,18.6,30.0,0.0,0.0,0.0,NNE,61.0,N,NE,13.0,37.0,50.0,67.0,1011.1,1006.5,0.0,0.0,27.6,27.4,No,0.0,1.34,59.80978260869565,1.12,0.212,0.6691176470588235
657,16.7,30.0,1.2,0.0,0.0,0,0.0,NW,NE,19.0,17.0,59.0,57.0,1012.4,1007.7,6.0,8.0,24.3,27.4,Yes,1.33,0.97,59.80978260869565,0.95,0.212,0.23722627737226276
658,15.9,24.7,26.4,0.0,0.0,N,28.0,SSE,ESE,15.0,13.0,75.0,68.0,1009.3,1007.5,0.0,4.0,22.4,23.6,Yes,0.0,0.91,59.80978260869565,1.14,0.212,0.45652173913043476
659,15.1,24.6,0.0,0.0,0.0,NE,30.0,SE,NNE,7.0,19.0,69.0,78.0,1012.0,1009.6,0.0,7.0,22.6,23.5,No,0.0,1.13,59.80978260869565,1.3,0.212,0.437125748502994
667,15.9,27.3,0.0,0.0,0.0,NE,54.0,NE,NE,20.0,35.0,55.0,65.0,1017.8,1015.5,0.0,0.0,24.7,25.8,No,0.0,1.18,59.80978260869565,1.09,0.212,0.2396694214876033
668,17.8,26.2,0.0,0.0,0.0,NE,48.0,S,NE,19.0,31.0,75.0,68.0,1021.0,1018.9,1.0,0.0,23.4,24.8,No,0.0,0.91,59.80978260869565,1.14,0.212,0.2396694214876033
669,14.7,26.3,0.0,0.0,0.0,NE,50.0,NE,NE,9.0,31.0,65.0,66.0,1020.4,1018.0,0.0,0.0,24.8,25.2,No,0.0,1.02,59.80978260869565,1.1,0.212,0.2396694214876033
670,16.6,25.9,0.0,0.0,0.0,NE,46.0,N,NE,24.0,31.0,60.0,65.0,1018.7,1015.7,0.0,0.0,24.0,24.9,No,0.0,1.08,59.80978260869565,1.09,0.212,0.2396694214876033
673,13.5,25.6,0.0,0.0,0.0,NNE,50.0,N,NE,19.0,31.0,53.0,67.0,1013.7,1011.7,0.0,1.0,22.7,22.2,No,0.0,1.26,59.80978260869565,1.12,0.212,0.3865546218487395
676,18.9,28.6,0.0,0.0,0.0,NNE,63.0,N,NNE,24.0,44.0,63.0,73.0,1016.5,1012.1,7.0,0.0,24.7,24.0,No,0.0,1.16,59.80978260869565,1.22,0.212,0.6176470588235294
677,15.7,27.9,0.0,0.0,0.0,SSW,52.0,N,NNE,9.0,33.0,47.0,66.0,1011.1,1009.1,0.0,7.0,25.8,23.2,No,0.0,1.4,59.80978260869565,1.1,0.212,0.5362318840579711
678,14.4,25.3,0.0,0.0,0.0,SSE,28.0,S,E,19.0,15.0,65.0,74.0,1012.5,1010.2,0.0,0.0,23.5,24.6,No,0.0,1.14,59.80978260869565,1.24,0.212,0.437125748502994
679,17.9,26.7,0.1,0.0,0.0,NNE,44.0,NE,NNE,19.0,30.0,63.0,80.0,1009.5,1007.9,6.0,8.0,23.6,23.6,No,1.33,1.27,59.80978260869565,1.34,0.212,0.5
680,17.8,31.2,2.6,0.0,0.0,NE,52.0,NE,NE,15.0,37.0,69.0,63.0,1009.5,1008.2,0.0,0.0,25.7,26.8,Yes,0.0,0.91,59.80978260869565,1.05,0.212,0.3986013986013986
681,20.5,31.8,0.0,0.0,0.0,SW,57.0,NNW,SSW,15.0,17.0,45.0,86.0,1013.0,1012.7,0.0,8.0,31.2,23.5,No,0.0,1.91,59.80978260869565,1.44,0.212,0.9321739130434783
682,17.0,28.0,0.4,0.0,0.0,NE,33.0,ESE,ENE,9.0,20.0,79.0,76.0,1016.0,1013.5,6.0,0.0,23.3,26.2,No,0.0,0.96,59.80978260869565,1.27,0.212,0.437125748502994
683,20.5,30.6,0.0,0.0,0.0,NW,59.0,NNE,NE,28.0,31.0,66.0,72.0,1011.9,1008.0,0.0,7.0,27.8,25.9,No,0.0,1.09,59.80978260869565,1.2,0.212,0.4563106796116505
684,21.4,35.3,33.0,0.0,0.0,NNW,56.0,NNW,SW,26.0,9.0,66.0,60.0,1010.6,1007.8,3.0,0.0,27.8,30.6,Yes,0.0,0.91,59.80978260869565,1.0,0.212,0.3986013986013986
685,20.8,23.6,15.2,0.0,0.0,SSW,37.0,SSW,SSW,17.0,20.0,92.0,85.0,1013.3,1014.3,0.0,8.0,21.0,21.7,Yes,0.0,0.92,59.80978260869565,1.42,0.212,0.8609271523178808
686,19.8,25.5,2.0,0.0,0.0,NNE,48.0,N,NNE,15.0,35.0,81.0,85.0,1012.0,1006.5,8.0,8.0,23.5,23.1,Yes,1.0,1.05,59.80978260869565,1.42,0.212,0.9321739130434783
692,18.3,30.7,0.0,0.0,0.0,NE,61.0,N,NNE,17.0,46.0,58.0,62.0,1013.9,1009.8,0.0,0.0,27.0,26.6,No,0.0,1.07,59.80978260869565,1.04,0.212,0.6691176470588235
694,20.1,25.9,2.2,0.0,0.0,N,43.0,NE,NNE,17.0,28.0,80.0,70.0,1013.4,1012.1,7.0,7.0,24.8,24.7,Yes,1.0,0.88,59.80978260869565,1.17,0.212,0.23684210526315788
695,22.6,29.5,0.0,0.0,0.0,NE,59.0,N,NE,20.0,39.0,65.0,66.0,1011.1,1006.1,7.0,0.0,25.3,26.6,No,0.0,1.02,59.80978260869565,1.1,0.212,0.6691176470588235
696,19.0,23.6,0.1,0.0,0.0,S,57.0,S,S,30.0,28.0,71.0,77.0,1015.0,1017.1,1.0,8.0,23.1,21.2,No,8.0,1.08,59.80978260869565,1.29,0.212,0.6176470588235294
698,18.4,28.3,0.0,0.0,0.0,N,50.0,N,NNE,28.0,30.0,59.0,69.0,1014.2,1009.6,0.0,6.0,24.2,24.7,No,0.0,1.17,59.80978260869565,1.15,0.212,0.5362318840579711
699,16.1,30.4,3.0,0.0,0.0,SSW,35.0,NNE,S,4.0,17.0,64.0,63.0,1010.4,1010.5,0.0,0.0,26.0,27.2,Yes,0.0,0.98,59.80978260869565,1.05,0.212,0.23722627737226276
701,18.9,26.4,0.0,0.0,0.0,NE,28.0,WNW,E,9.0,17.0,69.0,65.0,1019.6,1017.6,8.0,8.0,22.6,24.9,No,1.0,0.94,59.80978260869565,1.09,0.212,0.22767857142857142
707,20.7,32.0,0.0,0.0,0.0,NE,59.0,NNW,NE,24.0,39.0,50.0,65.0,1010.4,1006.8,0.0,0.0,28.5,27.9,No,0.0,1.3,59.80978260869565,1.09,0.212,0.6691176470588235
